"","ip","app","device","os","channel","is_attributed","Hour"
"21480",162994,8,1,28,145,0,31
"21481",44607,2,1,2,435,0,1
"21482",61049,15,1,37,265,0,3
"21483",117611,3,1,13,280,0,0
"21484",89372,12,1,13,265,0,7
"21485",22085,2,1,13,122,0,16
"21486",286630,12,1,19,328,0,11
"21487",59447,1,1,13,135,0,31
"21488",114561,9,1,13,466,0,29
"21489",148098,23,1,17,153,0,18
"21490",207675,64,1,18,459,0,40
"21491",63261,18,1,19,107,0,36
"21492",26705,15,1,13,265,0,34
"21493",5314,18,1,36,107,0,0
"21494",157124,3,1,8,480,0,0
"21495",33704,18,1,3,134,0,25
"21496",18302,1,1,8,124,0,20
"21497",11908,3,1,12,424,0,6
"21498",145896,15,1,22,245,0,31
"21499",39182,2,1,19,477,0,7
"21500",70379,14,1,19,489,0,4
"21501",100339,15,1,30,265,0,9
"21502",96057,3,1,35,317,0,15
"21503",209092,20,1,20,259,0,20
"21504",56559,14,1,37,463,0,7
"21505",33916,2,1,19,469,0,33
"21506",209486,13,1,20,469,0,3
"21507",28198,18,1,30,121,0,31
"21508",214665,9,1,13,215,0,41
"21509",26995,3,1,13,424,0,25
"21510",40241,2,1,20,469,0,8
"21511",53454,18,1,13,107,0,6
"21512",93494,18,1,19,121,0,29
"21513",14710,8,1,25,145,0,37
"21514",5787,3,1,13,379,0,18
"21515",170886,3,1,25,280,0,5
"21516",111061,18,1,10,134,0,8
"21517",93620,6,1,17,459,0,19
"21518",111025,2,1,8,122,0,19
"21519",117943,21,1,16,128,0,47
"21520",84610,12,1,23,259,0,26
"21521",91734,3,1,18,280,0,22
"21522",357565,9,1,3,445,0,5
"21523",234815,3,1,19,371,0,0
"21524",120709,12,1,49,259,0,21
"21525",18493,1,1,3,439,0,8
"21526",73011,24,2,19,105,0,30
"21527",68333,20,2,18,259,0,27
"21528",5147,13,1,27,469,0,21
"21529",77183,2,1,13,237,0,18
"21530",95029,15,1,28,379,0,41
"21531",959,18,1,16,439,0,5
"21532",93230,3,1,17,205,0,23
"21533",39464,15,1,19,245,0,38
"21534",22205,3,1,19,280,0,17
"21535",103046,23,1,53,153,0,21
"21536",86383,64,1,39,459,0,46
"21537",68632,3,1,19,137,0,15
"21538",76727,9,1,37,244,0,13
"21539",81980,2,1,10,377,0,21
"21540",64071,28,1,19,135,0,22
"21541",184176,2,1,19,236,0,4
"21542",20422,12,1,1,178,0,4
"21543",178651,2,1,6,477,0,19
"21544",116065,2,1,20,469,0,25
"21545",93154,12,1,19,265,0,22
"21546",68511,18,1,18,107,0,17
"21547",118252,3,1,8,280,0,30
"21548",5314,12,1,13,424,0,25
"21549",75300,12,1,13,178,0,0
"21550",73516,3,1,9,153,0,9
"21551",20576,12,1,18,328,0,29
"21552",166527,12,1,39,340,0,10
"21553",123901,15,1,13,245,0,8
"21554",101096,1,1,13,134,0,14
"21555",106014,8,1,19,259,0,41
"21556",100275,18,1,22,439,0,6
"21557",96831,18,1,17,376,0,6
"21558",357729,18,1,13,107,0,32
"21559",160611,32,1,22,376,0,7
"21560",1204,3,1,27,280,0,19
"21561",289950,9,1,19,466,0,23
"21562",31959,12,1,19,259,0,28
"21563",86230,12,1,32,265,0,6
"21564",64619,3,1,18,280,0,9
"21565",117313,3,1,13,424,0,13
"21566",7538,12,1,20,328,0,22
"21567",173373,3,1,19,280,0,15
"21568",32558,15,1,17,265,0,25
"21569",92766,26,1,18,266,0,29
"21570",177869,14,1,13,379,0,24
"21571",49431,15,1,16,3,0,9
"21572",73880,18,1,15,121,0,26
"21573",61081,12,1,19,340,0,12
"21574",123856,14,1,19,442,0,10
"21575",201182,18,1,19,439,0,32
"21576",14872,9,1,27,466,0,7
"21577",119531,21,2,13,128,0,31
"21578",18966,16,1,18,268,0,16
"21579",90773,14,1,10,379,0,19
"21580",62684,2,1,13,122,0,0
"21581",315740,18,1,19,439,0,23
"21582",72199,9,1,19,445,0,25
"21583",105603,9,1,20,215,0,20
"21584",114957,9,1,19,215,0,0
"21585",20241,15,1,18,111,0,44
"21586",41709,23,1,47,153,0,24
"21587",202697,1,1,18,134,0,27
"21588",108881,9,1,13,466,0,29
"21589",306411,18,1,19,121,0,21
"21590",91095,18,1,6,134,0,24
"21591",40816,15,1,19,315,0,11
"21592",56810,2,1,13,122,0,7
"21593",120277,3,1,13,137,0,9
"21594",47433,15,1,19,245,0,17
"21595",77494,12,1,11,140,0,29
"21596",88743,2,1,18,435,0,3
"21597",41190,3,1,19,280,0,0
"21598",12031,9,1,18,334,0,0
"21599",55040,12,1,13,259,0,5
"21600",22211,8,1,13,145,0,25
"21601",271039,18,1,41,107,0,13
"21602",152221,32,1,18,376,0,14
"21603",95248,3,1,19,480,0,8
"21604",105475,18,1,18,107,0,27
"21605",38739,15,1,23,412,0,26
"21606",116073,14,1,23,489,0,44
"21607",83481,14,1,19,463,0,16
"21608",4052,3,1,9,130,0,25
"21609",125259,15,1,19,265,0,24
"21610",106403,18,1,13,107,0,20
"21611",148058,3,1,27,442,0,13
"21612",28157,18,1,13,121,0,21
"21613",18986,11,1,22,173,0,11
"21614",14737,9,1,19,134,0,32
"21615",93466,12,1,13,178,0,27
"21616",26814,23,1,19,153,0,13
"21617",75754,9,1,13,107,0,17
"21618",12080,32,1,13,376,0,23
"21619",61015,12,1,13,265,0,6
"21620",12058,23,1,19,153,0,46
"21621",201182,12,2,19,245,0,5
"21622",8804,18,1,17,107,0,6
"21623",287364,15,1,19,245,0,32
"21624",78974,1,1,1,349,0,20
"21625",72589,9,1,27,334,0,45
"21626",73516,2,1,20,477,0,14
"21627",66576,1,1,19,135,0,38
"21628",48502,9,1,19,134,0,18
"21629",93337,3,1,19,480,0,16
"21630",123994,2,1,13,122,0,35
"21631",125362,27,1,19,122,0,21
"21632",92668,3,1,19,379,0,20
"21633",17459,2,1,19,122,0,13
"21634",115807,15,1,19,245,0,2
"21635",120,7,1,13,101,0,14
"21636",156162,20,1,13,259,0,44
"21637",104400,15,1,19,245,0,2
"21638",90292,3,1,17,280,0,1
"21639",105560,2,1,22,469,0,27
"21640",185434,24,1,9,105,0,42
"21641",77048,18,2,37,107,0,24
"21642",91574,20,2,28,259,0,34
"21643",48615,3,1,19,409,0,14
"21644",67037,13,1,13,477,0,20
"21645",93587,9,1,19,127,0,31
"21646",111805,9,1,22,134,0,45
"21647",164623,3,1,17,280,0,13
"21648",91779,20,1,18,259,0,1
"21649",154144,1,1,16,178,0,27
"21650",36979,6,1,19,459,0,3
"21651",4724,3,1,13,424,0,28
"21652",201018,12,1,19,259,0,17
"21653",158793,3,1,19,409,0,22
"21654",110354,58,3866,866,347,0,45
"21655",152934,1,1,19,377,0,47
"21656",106820,18,1,13,439,0,31
"21657",120075,2,1,28,435,0,12
"21658",99917,13,1,30,477,0,3
"21659",32661,14,1,13,463,0,22
"21660",143888,1,1,19,125,0,11
"21661",110999,18,1,28,107,0,13
"21662",28397,18,1,12,439,0,34
"21663",152461,9,1,16,442,0,4
"21664",167577,3,1,19,280,0,9
"21665",83491,2,1,17,364,0,4
"21666",2284,3,1,28,379,0,42
"21667",343941,21,1,18,128,0,25
"21668",6517,12,1,13,409,0,30
"21669",62879,15,1,17,245,0,28
"21670",123878,12,1,19,340,0,37
"21671",67581,3,1,13,153,0,27
"21672",103600,3,1,14,280,0,7
"21673",109266,11,1,13,487,0,38
"21674",124768,2,1,19,219,0,0
"21675",13433,9,1,13,489,0,9
"21676",6336,14,1,20,467,0,3
"21677",122495,15,1,13,153,0,40
"21678",11110,15,1,6,111,0,22
"21679",54972,8,1,13,145,0,10
"21680",25679,18,1,13,107,0,26
"21681",114220,9,1,19,232,0,40
"21682",86552,3,1,13,280,0,7
"21683",4727,3,1,11,409,0,28
"21684",135693,6,1,17,459,0,14
"21685",46257,3,1,19,115,0,8
"21686",65785,9,1,19,134,0,7
"21687",116098,8,1,19,145,0,17
"21688",4405,12,1,18,124,0,25
"21689",108823,15,1,19,430,0,4
"21690",123763,21,1,19,232,0,18
"21691",98429,12,1,19,19,0,20
"21692",83659,12,1,13,178,0,21
"21693",94392,3,1,6,280,0,20
"21694",24787,3,1,18,280,0,7
"21695",102025,12,1,13,259,0,25
"21696",103065,12,2,20,140,0,26
"21697",175837,23,1,37,153,0,6
"21698",52752,3,1,22,280,0,24
"21699",236931,23,1,6,153,0,18
"21700",116581,9,1,19,244,0,26
"21701",202095,2,1,13,219,0,22
"21702",13870,9,1,18,466,0,31
"21703",161480,23,1,19,153,0,28
"21704",18455,9,1,13,232,0,28
"21705",115981,3,1,13,280,0,13
"21706",50998,15,1,27,315,0,8
"21707",81476,18,1,18,107,0,30
"21708",14475,2,1,36,236,0,30
"21709",14764,12,1,35,178,0,29
"21710",203210,12,1,19,178,0,38
"21711",257146,2,1,30,219,0,32
"21712",73487,8,1,13,145,0,34
"21713",5314,14,1,30,489,0,29
"21714",148500,12,1,13,265,0,4
"21715",197626,37,1,13,213,0,0
"21716",114878,28,1,15,135,0,32
"21717",117389,15,1,12,245,0,29
"21718",231549,2,1,13,219,0,14
"21719",80605,22,1,18,116,0,30
"21720",123994,3,1,13,442,0,30
"21721",97592,12,1,19,178,0,0
"21722",117242,2,1,19,237,0,25
"21723",104533,15,1,13,265,0,0
"21724",87029,12,1,22,245,0,23
"21725",5619,15,1,19,386,0,38
"21726",37972,12,1,70,497,0,5
"21727",2321,8,1,17,145,0,19
"21728",119531,11,1,3,481,0,27
"21729",186585,9,1,6,466,0,17
"21730",39123,14,1,19,480,0,20
"21731",117089,15,1,6,245,0,18
"21732",73419,2,1,19,122,0,15
"21733",102211,12,1,13,245,0,18
"21734",9135,21,1,27,232,0,25
"21735",47098,3,1,23,211,0,6
"21736",138290,21,1,22,232,0,18
"21737",12971,26,1,19,266,0,30
"21738",62968,26,1,19,477,0,26
"21739",73713,2,1,19,452,0,23
"21740",44744,10,1,34,317,0,26
"21741",86316,15,1,18,130,0,29
"21742",243686,12,1,19,178,0,24
"21743",117193,15,1,18,245,0,6
"21744",228125,15,1,22,245,0,22
"21745",125222,3,1,19,115,0,22
"21746",25737,9,2,5,466,0,25
"21747",63203,32,1,22,21,0,25
"21748",204007,12,1,19,481,0,15
"21749",97716,12,2,10,178,0,28
"21750",103241,3,1,12,280,0,21
"21751",200184,28,1,15,135,0,0
"21752",73839,3,1,15,280,0,29
"21753",102863,12,1,13,140,0,8
"21754",209663,11,1,15,122,0,12
"21755",92735,9,1,18,244,0,31
"21756",8267,1,2,9,153,0,15
"21757",119934,18,1,6,107,0,36
"21758",34104,2,1,49,236,0,30
"21759",88332,21,1,18,128,0,46
"21760",73516,14,1,15,439,0,2
"21761",70462,14,1,47,379,0,32
"21762",53249,3,1,19,409,0,5
"21763",9584,1,1,13,439,0,30
"21764",52019,2,1,27,122,0,25
"21765",48170,9,1,19,215,0,32
"21766",50437,27,1,53,122,0,44
"21767",9041,15,1,3,245,0,10
"21768",14044,12,1,19,265,0,11
"21769",123739,21,1,13,232,0,1
"21770",6643,14,1,6,134,0,2
"21771",130333,15,1,13,265,0,34
"21772",80438,3,1,17,371,0,1
"21773",9624,12,1,18,481,0,1
"21774",97063,12,1,19,178,0,19
"21775",29135,64,1,14,459,0,22
"21776",77041,15,1,13,412,0,5
"21777",96015,12,1,19,340,0,31
"21778",83461,12,1,6,265,0,21
"21779",98263,1,1,20,153,0,28
"21780",57519,12,1,15,340,0,28
"21781",53964,2,1,19,452,0,3
"21782",44555,18,1,19,107,0,1
"21783",28123,3,1,13,280,0,28
"21784",40400,9,1,13,127,0,23
"21785",122694,3,1,19,280,0,5
"21786",136533,15,1,19,386,0,46
"21787",37774,38,3866,866,347,0,11
"21788",123361,9,1,41,215,0,37
"21789",23242,2,1,41,477,0,3
"21790",126196,12,1,10,205,0,7
"21791",90837,12,1,17,178,0,33
"21792",93291,2,1,19,237,0,22
"21793",124170,18,1,41,107,0,17
"21794",147662,2,1,19,236,0,13
"21795",23294,23,1,27,153,0,11
"21796",37948,1,1,16,134,0,7
"21797",93445,105,3543,748,451,0,6
"21798",3162,3,1,8,280,0,16
"21799",37919,26,1,19,121,0,10
"21800",135850,3,1,13,280,0,14
"21801",106635,15,1,17,245,0,32
"21802",113898,3,1,13,137,0,24
"21803",315165,19,0,0,347,0,13
"21804",63839,14,1,34,134,0,11
"21805",201906,12,1,3,265,0,14
"21806",137676,3,1,13,379,0,26
"21807",80335,25,1,19,259,0,47
"21808",37002,12,1,23,140,0,24
"21809",254115,9,1,18,489,0,1
"21810",92544,11,1,17,319,0,22
"21811",57317,26,1,11,266,0,12
"21812",131672,15,1,18,278,0,46
"21813",67197,9,2,40,215,0,36
"21814",125782,15,1,19,480,0,19
"21815",160536,12,1,23,245,0,10
"21816",201732,21,1,19,128,0,47
"21817",217829,12,1,1,328,0,20
"21818",141879,2,1,19,477,0,30
"21819",48569,3,1,22,424,0,21
"21820",21205,3,1,18,280,0,2
"21821",114276,25,1,19,259,0,34
"21822",5393,14,1,13,349,0,12
"21823",132952,64,1,9,459,0,39
"21824",8410,18,1,18,107,0,16
"21825",83616,18,1,19,439,0,16
"21826",167720,9,1,19,215,0,47
"21827",62647,9,1,10,466,0,36
"21828",62025,13,1,20,477,0,35
"21829",88393,9,1,13,442,0,20
"21830",277973,3,2,13,280,0,27
"21831",141553,18,1,6,121,0,22
"21832",72306,25,1,13,259,0,31
"21833",13597,14,2,35,467,0,31
"21834",101096,18,1,10,107,0,3
"21835",69946,2,1,19,258,0,47
"21836",27365,9,1,13,445,0,3
"21837",1810,15,1,19,386,0,29
"21838",81285,3,1,11,280,0,26
"21839",93192,8,1,19,145,0,13
"21840",66210,18,1,41,107,0,20
"21841",48304,3,1,13,442,0,6
"21842",30503,12,1,10,178,0,10
"21843",119369,9,1,13,446,0,27
"21844",66382,12,1,16,178,0,3
"21845",194539,18,3032,607,107,0,34
"21846",17181,1,1,13,115,0,15
"21847",100182,9,1,12,244,0,11
"21848",88283,15,1,19,245,0,9
"21849",82449,9,1,18,134,0,13
"21850",114678,3,1,15,280,0,24
"21851",108942,13,1,23,400,0,19
"21852",37515,9,2,27,466,0,42
"21853",114276,12,1,13,265,0,24
"21854",72130,26,1,19,266,0,32
"21855",35680,14,1,19,463,0,15
"21856",41229,15,1,16,245,0,24
"21857",11965,26,1,17,121,0,14
"21858",107196,27,1,13,153,0,46
"21859",82426,12,1,41,259,0,12
"21860",37892,3,1,19,280,0,2
"21861",85085,64,1,8,459,0,31
"21862",49856,536,1,19,21,0,33
"21863",85072,15,2,15,245,0,6
"21864",53964,12,1,6,265,0,15
"21865",70280,15,1,13,265,0,14
"21866",120775,9,1,19,215,0,36
"21867",56020,9,1,13,442,0,35
"21868",190483,2,1,22,477,0,25
"21869",164046,26,1,19,477,0,16
"21870",71808,9,1,10,450,0,24
"21871",26241,2,1,35,237,0,13
"21872",108180,9,2,27,215,0,28
"21873",58474,208,1,17,330,0,0
"21874",86767,18,1,13,439,0,3
"21875",67202,18,1,13,134,0,22
"21876",173525,64,1,8,459,0,13
"21877",30636,21,1,13,128,0,44
"21878",89483,15,1,19,265,0,8
"21879",74195,26,1,16,121,0,8
"21880",119393,3,1,19,280,0,5
"21881",76811,12,1,19,178,0,28
"21882",73516,3,1,19,130,0,27
"21883",190694,21,1,19,128,0,9
"21884",72065,12,1,19,328,0,6
"21885",36183,2,2,17,205,0,26
"21886",172839,18,1,19,107,0,19
"21887",76668,9,1,19,334,0,47
"21888",49645,12,2,9,265,0,5
"21889",115292,3,1,53,280,0,6
"21890",63817,26,1,13,121,0,16
"21891",51609,18,1,19,107,0,3
"21892",33600,3,1,44,280,0,4
"21893",120468,18,1,30,107,0,18
"21894",141131,18,1,48,107,0,21
"21895",92735,15,1,15,245,0,16
"21896",98261,35,1,15,21,0,15
"21897",188699,3,1,19,153,0,12
"21898",93082,2,1,19,477,0,16
"21899",98129,12,1,28,178,0,18
"21900",99754,3,1,13,409,0,15
"21901",207341,9,1,19,134,0,0
"21902",68381,18,1,12,107,0,26
"21903",53607,15,1,17,245,0,8
"21904",141618,14,1,19,439,0,16
"21905",5314,3,1,13,115,0,4
"21906",90590,9,1,19,445,0,45
"21907",143373,14,1,19,463,0,8
"21908",124612,3,1,10,371,0,24
"21909",860,3,1,12,466,0,19
"21910",91611,14,1,43,401,0,46
"21911",6828,13,1,18,400,0,32
"21912",49528,12,1,13,178,0,21
"21913",76668,10,1,19,113,0,44
"21914",26896,3,1,25,280,0,17
"21915",70896,15,1,20,278,0,30
"21916",72387,18,1,1,107,0,44
"21917",73487,12,1,19,124,0,38
"21918",80170,3,1,11,489,0,1
"21919",115691,15,1,14,278,0,13
"21920",103802,21,1,9,128,0,19
"21921",70289,3,1,8,280,0,7
"21922",194441,3,1,16,379,0,46
"21923",188288,6,1,19,459,0,6
"21924",77355,3,1,47,371,0,3
"21925",116726,13,1,1,477,0,3
"21926",25041,1,1,19,124,0,29
"21927",72298,26,1,19,121,0,35
"21928",75634,2,2,49,205,0,28
"21929",103162,3,1,19,280,0,3
"21930",83895,12,1,13,122,0,30
"21931",72614,18,1,25,107,0,46
"21932",59233,9,1,20,334,0,14
"21933",197172,24,1,19,105,0,10
"21934",44744,7,1,32,101,0,20
"21935",37301,15,1,15,315,0,13
"21936",35774,12,1,25,265,0,16
"21937",161761,1,1,13,134,0,23
"21938",48720,9,1,3,442,0,38
"21939",73487,15,1,19,245,0,31
"21940",201848,21,1,1,128,0,13
"21941",68929,11,1,13,173,0,39
"21942",127254,10,1,19,377,0,12
"21943",63400,27,1,13,153,0,26
"21944",22006,9,1,8,466,0,28
"21945",51026,12,2,13,178,0,9
"21946",95766,18,1,17,107,0,12
"21947",64615,3,1,35,280,0,12
"21948",61359,3,1,13,424,0,20
"21949",8314,22,1,22,116,0,28
"21950",95766,18,1,6,134,0,28
"21951",5348,1,1,13,349,0,0
"21952",99980,18,1,19,107,0,9
"21953",342564,12,1,13,328,0,13
"21954",79909,23,1,32,153,0,3
"21955",16403,3,1,9,280,0,1
"21956",103181,18,1,17,121,0,21
"21957",197969,2,1,9,364,0,12
"21958",26858,3,1,8,424,0,16
"21959",25039,2,1,9,122,0,17
"21960",103899,1,1,2,124,0,14
"21961",208482,3,1,15,280,0,15
"21962",74952,3,1,1,280,0,15
"21963",5348,25,1,58,259,0,24
"21964",102287,2,1,25,469,0,22
"21965",44744,12,1,19,409,0,18
"21966",237086,3,1,13,280,0,27
"21967",59596,15,1,26,265,0,3
"21968",67467,13,1,13,477,0,14
"21969",111547,12,1,11,340,0,28
"21970",9698,14,1,35,489,0,19
"21971",67270,9,1,19,445,0,1
"21972",142444,15,1,22,130,0,11
"21973",63612,15,1,6,3,0,18
"21974",121839,3,1,18,280,0,23
"21975",72393,13,1,13,400,0,6
"21976",87029,12,1,25,178,0,14
"21977",93021,3,2,13,153,0,30
"21978",53678,18,1,13,121,0,29
"21979",204222,14,1,15,480,0,29
"21980",70936,12,1,10,409,0,14
"21981",108858,21,1,58,128,0,1
"21982",105206,19,0,0,213,0,34
"21983",127896,3,1,5,409,0,25
"21984",2564,15,1,19,265,0,46
"21985",68332,2,1,19,469,0,0
"21986",3239,15,1,19,245,0,34
"21987",90509,12,1,17,178,0,13
"21988",100785,8,1,19,145,0,47
"21989",75634,1,1,53,124,0,26
"21990",142568,9,1,40,442,0,8
"21991",178864,3,1,19,280,0,12
"21992",73395,3,1,15,280,0,7
"21993",121360,22,1,10,496,0,3
"21994",217625,13,1,19,469,0,11
"21995",88180,26,1,11,266,0,11
"21996",197976,12,1,22,105,0,15
"21997",164884,12,1,17,124,0,13
"21998",219838,2,1,4,122,0,32
"21999",35955,26,1,13,266,0,4
"22000",20143,2,1,19,435,0,9
"22001",67697,64,1,13,459,0,2
"22002",56754,8,2,11,259,0,47
"22003",18804,1,1,13,153,0,24
"22004",95659,2,1,13,219,0,28
"22005",147130,12,1,23,259,0,2
"22006",65954,12,1,13,245,0,7
"22007",25761,3,2,5,480,0,19
"22008",97447,29,1,18,343,0,22
"22009",83262,13,1,22,400,0,13
"22010",912,2,2,19,122,0,21
"22011",119369,2,2,30,205,0,17
"22012",20815,2,1,19,477,0,12
"22013",234900,3,1,19,280,0,7
"22014",107513,3,1,22,402,0,26
"22015",279168,8,1,13,145,0,7
"22016",64345,9,1,22,134,0,46
"22017",91799,12,1,19,205,0,12
"22018",239822,3,1,13,280,0,6
"22019",134416,9,1,19,334,0,4
"22020",99769,2,1,46,237,0,16
"22021",48359,15,1,10,265,0,26
"22022",98762,11,1,19,330,0,5
"22023",114766,13,1,3,477,0,20
"22024",8352,28,1,9,135,0,6
"22025",299666,3,1,19,280,0,8
"22026",161439,9,1,3,134,0,31
"22027",6055,25,1,19,259,0,1
"22028",121486,2,1,41,435,0,22
"22029",105649,13,2,18,469,0,22
"22030",9071,3,1,18,442,0,17
"22031",100393,11,1,19,319,0,11
"22032",79025,3,1,10,280,0,0
"22033",85644,12,1,2,259,0,25
"22034",89939,12,1,19,409,0,7
"22035",35900,8,1,25,145,0,15
"22036",84959,12,1,15,481,0,10
"22037",122694,3,1,13,280,0,0
"22038",25509,2,1,19,237,0,28
"22039",75539,9,2,20,442,0,2
"22040",207077,12,1,35,205,0,21
"22041",4604,12,1,10,259,0,11
"22042",64265,11,1,19,219,0,0
"22043",43793,3,1,13,280,0,2
"22044",69634,14,1,19,401,0,11
"22045",102467,9,2,13,442,0,25
"22046",145384,12,1,8,105,0,30
"22047",58146,1,1,32,115,0,9
"22048",32487,20,1,22,478,0,8
"22049",85329,3,1,28,280,0,5
"22050",106437,8,1,13,140,0,14
"22051",13104,15,1,19,480,0,1
"22052",191817,9,1,13,442,0,47
"22053",26995,14,1,3,134,0,28
"22054",82813,12,1,12,265,0,21
"22055",98424,2,1,13,469,0,9
"22056",89253,3,1,13,211,0,21
"22057",49652,21,1,34,232,0,32
"22058",175837,2,2,19,205,0,3
"22059",95691,11,1,13,487,0,31
"22060",28325,12,1,13,105,0,3
"22061",68824,64,1,42,459,0,16
"22062",65785,2,1,19,477,0,16
"22063",54786,18,1,13,107,0,24
"22064",11574,18,1,13,439,0,47
"22065",154763,15,1,19,130,0,9
"22066",16859,6,1,20,459,0,32
"22067",81239,13,1,14,400,0,17
"22068",75595,3,1,41,402,0,31
"22069",196727,9,1,13,334,0,45
"22070",46549,1,1,19,134,0,6
"22071",360964,18,1,3,107,0,28
"22072",85628,2,1,18,219,0,44
"22073",191370,12,1,19,145,0,33
"22074",233776,18,1,13,134,0,31
"22075",80458,14,1,19,379,0,15
"22076",27956,2,1,13,452,0,46
"22077",263182,12,1,13,328,0,30
"22078",110296,3,1,18,280,0,30
"22079",77476,9,1,19,127,0,10
"22080",209376,15,1,19,265,0,20
"22081",43793,13,1,12,477,0,7
"22082",78818,15,1,13,245,0,17
"22083",103177,9,1,13,442,0,3
"22084",93291,2,1,12,205,0,8
"22085",118315,21,1,19,128,0,3
"22086",64381,14,1,19,463,0,4
"22087",73936,18,1,18,107,0,18
"22088",23759,21,1,14,128,0,47
"22089",91096,2,1,18,236,0,24
"22090",108594,12,1,53,328,0,3
"22091",18683,18,1,11,107,0,3
"22092",208137,14,1,3,134,0,4
"22093",195346,14,1,19,401,0,3
"22094",4645,25,2,36,259,0,12
"22095",113721,3,1,19,19,0,5
"22096",39505,64,1,20,459,0,20
"22097",188112,26,1,18,121,0,12
"22098",225360,36,1,15,110,0,25
"22099",31100,18,1,19,134,0,1
"22100",53964,2,1,53,477,0,21
"22101",114276,1,1,6,134,0,23
"22102",49585,2,1,19,237,0,6
"22103",26968,18,3032,607,107,0,15
"22104",184106,8,1,8,259,0,34
"22105",8804,3,1,16,489,0,0
"22106",2710,12,1,13,265,0,28
"22107",12058,9,1,19,466,0,24
"22108",47739,3,1,22,480,0,16
"22109",93054,12,1,22,326,0,21
"22110",53961,2,1,13,237,0,10
"22111",28751,12,1,49,212,0,0
"22112",12244,3,1,10,205,0,46
"22113",15913,14,1,13,439,0,1
"22114",68501,15,1,19,111,0,3
"22115",48282,3,1,19,30,0,23
"22116",29453,12,1,28,265,0,12
"22117",80532,9,1,13,445,0,20
"22118",8253,21,1,25,128,0,24
"22119",112302,13,2,8,477,0,26
"22120",238485,14,1,53,379,0,12
"22121",13073,12,2,19,265,0,25
"22122",94200,3,1,19,173,0,2
"22123",108341,23,1,19,153,0,23
"22124",6395,12,1,19,265,0,11
"22125",301452,1,1,17,452,0,11
"22126",14692,2,1,18,452,0,28
"22127",24647,3,1,32,409,0,19
"22128",41949,18,1,7,107,0,41
"22129",127081,15,1,1,3,0,27
"22130",73883,15,1,19,379,0,15
"22131",45413,3,2,17,137,0,22
"22132",52010,20,1,19,478,0,1
"22133",303838,9,1,47,107,0,20
"22134",132564,2,1,19,122,0,0
"22135",43180,15,1,13,140,0,16
"22136",35308,12,1,19,409,0,1
"22137",78809,14,1,17,349,0,5
"22138",77048,6,1,13,459,0,11
"22139",45318,12,1,10,178,0,44
"22140",81428,1,1,19,153,0,27
"22141",56035,3,1,32,280,0,15
"22142",25679,2,2,18,205,0,7
"22143",43934,24,1,19,178,0,1
"22144",47118,9,1,13,232,0,33
"22145",77958,12,1,19,140,0,4
"22146",60215,15,1,8,245,0,46
"22147",53357,12,1,15,245,0,12
"22148",249941,2,1,26,364,0,31
"22149",116780,2,1,9,469,0,11
"22150",155141,18,1,19,107,0,33
"22151",119512,15,1,19,245,0,29
"22152",10274,64,1,13,459,0,1
"22153",209663,2,1,19,243,0,30
"22154",89483,18,1,1,107,0,7
"22155",279545,18,1,19,134,0,47
"22156",110401,3,1,9,19,0,19
"22157",120440,28,1,18,135,0,46
"22158",48413,2,1,13,237,0,14
"22159",191817,19,0,38,347,0,20
"22160",49767,9,1,14,107,0,25
"22161",93069,15,1,19,111,0,17
"22162",119369,3,1,13,424,0,9
"22163",105475,13,1,20,477,0,41
"22164",59395,9,1,14,258,0,11
"22165",22237,3,1,19,280,0,29
"22166",41364,2,1,13,243,0,24
"22167",127896,12,2,13,178,0,46
"22168",5348,2,1,22,435,0,38
"22169",75591,1,1,8,134,0,12
"22170",74476,15,1,23,245,0,3
"22171",62688,14,1,13,442,0,19
"22172",168650,2,1,13,122,0,7
"22173",67658,14,1,13,134,0,11
"22174",51571,7,1,13,101,0,10
"22175",7542,3,1,6,452,0,31
"22176",4439,14,1,13,379,0,46
"22177",285960,15,1,53,245,0,12
"22178",87778,2,1,13,18,0,21
"22179",279760,24,1,13,105,0,8
"22180",109734,15,1,36,245,0,31
"22181",119055,3,1,13,442,0,16
"22182",27151,20,1,18,259,0,3
"22183",172546,14,1,13,134,0,29
"22184",196128,10,1,18,377,0,21
"22185",54722,2,1,19,205,0,19
"22186",285689,3,1,20,280,0,5
"22187",83025,9,1,6,334,0,19
"22188",194913,11,1,2,173,0,26
"22189",113418,12,1,15,178,0,6
"22190",154408,12,1,25,178,0,33
"22191",53464,2,1,25,435,0,45
"22192",92873,25,1,27,259,0,30
"22193",46695,23,1,13,153,0,38
"22194",154091,2,1,13,477,0,22
"22195",121654,2,1,25,377,0,30
"22196",111219,9,1,19,442,0,27
"22197",123917,8,1,19,145,0,21
"22198",39361,12,1,37,328,0,15
"22199",90695,13,1,6,477,0,6
"22200",92157,3,1,22,135,0,21
"22201",49652,15,1,19,245,0,34
"22202",96782,3,1,15,211,0,10
"22203",56544,3,1,19,173,0,0
"22204",109913,12,1,18,178,0,22
"22205",52180,1,1,9,125,0,35
"22206",93486,3,1,13,280,0,2
"22207",97463,12,1,47,140,0,24
"22208",37287,12,2,9,178,0,20
"22209",78492,3,1,13,452,0,13
"22210",84896,15,1,19,111,0,26
"22211",17149,6,1,10,101,0,19
"22212",239858,2,1,15,236,0,30
"22213",221238,18,1,16,107,0,31
"22214",73305,12,1,34,328,0,27
